UF,Cidade,País,Instituição,Formação,Área,Sub Área,Data Inscrição,Categoria,Inscrição,Credenciado,Data Credenciamento,Hora Credenciamento,Material,Inscrito,Gostaria de receber UMA mensagem dos patrocinadores por email?,Possui alguma necessidade especial?,Tamanho da Camisa,Você concorda com o Código de Conduta da Python Nordeste 2019? https://2019.pythonnordeste.org/cdc.html
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,19/04/2019 13:39:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,PP,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Graduação,Ciências Exatas e da Terra,Física,18/04/2019 21:17:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/05/2019 14:34:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PI,Teresina,Brasil,FACULDADE INTEGRAL DIFERENCIAL,Especialista/Pós-graduado,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,28/04/2019 11:12:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,GG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 20:47:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,XGG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
MA,São Luís,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Graduação,Não respondeu,Não respondeu,19/04/2019 17:39:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Meia-entrada,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Intolerância a lactose,PP,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/04/2019 10:39:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,XGG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",Não respondeu,Não respondeu,Não respondeu,22/04/2019 10:43:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/05/2019 14:13:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Graduação,Ciências Sociais Aplicadas,Desenho Industrial,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Graduação,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não,Masculina P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/06/2019 10:30:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",Graduação,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,PP,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 22:13:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,02/05/2019 10:08:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,24/04/2019 22:10:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Graduação,Ciências Exatas e da Terra,Ciência da Computação,28/04/2019 16:59:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 15:31:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,13/04/2019 09:11:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Olinda,Brasil,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Graduação,Não respondeu,Não respondeu,12/04/2019 21:03:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/04/2019 14:13:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,Não respondeu,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/04/2019 21:19:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 20:39:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 16:52:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 15:30:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 20:40:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2019 19:33:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",Graduação,Engenharias,Engenharia da Computação,12/04/2019 22:54:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,16/04/2019 15:56:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
CE,Fortaleza,Brasil,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Graduação,Ciências da Saúde,Nutrição,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/05/2019 16:31:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PE,São Lourenço da Mata,Brasil,ufrpe,Graduação,Ciências Exatas e da Terra,Ciência da Computação,13/05/2019 14:18:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2019 19:40:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
RN,Natal,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2019 19:39:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/04/2019 16:31:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Graduação,Ciências Exatas e da Terra,Ciência da Computação,12/04/2019 23:46:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não.,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,ufrpe,Doutorado,Ciências Biológicas,Biofísica,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,UNIVERSIDADE ESTADUAL DO PIAUÍ,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,PP,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,14/04/2019 11:59:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/06/2019 14:49:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/05/2019 14:07:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 20:22:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 22:34:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",Não respondeu,Não respondeu,Não respondeu,22/04/2019 10:28:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,PP,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,Não respondeu,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 20:56:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,GG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Técnico,Ciências Exatas e da Terra,Ciência da Computação,13/05/2019 14:17:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,Não respondeu,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Jaboatão dos Guararapes,Brasil,FACULDADE DE TECNOLOGIA IBRATEC,Graduação,Ciências da Saúde,Farmácia,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 15:31:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,22/05/2019 14:26:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PE,Recife,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2019 19:37:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PB,Campina Grande,Brasil,UNIVERSIDADE ESTADUAL DA PARAÍBA,Graduação,Ciências Exatas e da Terra,Ciência da Computação,22/04/2019 07:22:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Inteira,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,GG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Olinda,Brasil,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Graduação,Outra,Outra,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Graduação,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Não respondeu,Ciências Exatas e da Terra,Ciência da Computação,10/05/2019 14:11:00,Cortesia,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,Não Respondeu,Graduação,Não respondeu,Não respondeu,17/06/2019 19:41:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/04/2019 07:32:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não possuo,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 21:00:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,14/04/2019 10:04:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PI,Parnaíba,Brasil,UNINASSAU- mauricio de nassau,Graduação,Outra,Outra,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,PP,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,UNINGÁ - Centro Universitário Ingá,Ensino Médio (2° grau),Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PI,Cocal,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/04/2019 08:18:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",Graduação,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/05/2019 11:59:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Inteira,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Graduação,Não respondeu,Não respondeu,22/04/2019 18:02:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Graduação,Engenharias,Engenharia Química,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,não,Masculina GG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 09:02:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Graduação,"Lingüística, Letras e Artes",Artes,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 14:43:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Graduação,Não respondeu,Não respondeu,17/06/2019 19:40:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 21:21:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Meia-entrada,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,PP,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/04/2019 19:13:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,XGG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/05/2019 14:02:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
